idx,lp,name,token_adr,pool_adr,tvl,borrow,utilization
15,0x9652e127C69a59ee723882Fb69d7FA59CD866f50,fUSDT,0x049d68029688eAbF473097a2fC38ef61633A3C7A,0x83016fF687944613C2f79Eb8AB3D85Fd55e8e39f,37788,801,2.12
15,0x9652e127C69a59ee723882Fb69d7FA59CD866f50,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x1CeE4Fd447D7Ce967FddAE4b7DA872A3a1d04F4B,2619,120,4.59
16,0x35D5C753563f10a7B3FAD397c13CA0DE785b8CB2,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xd875860D6c7386E296C21374EA789C5ce574C6dF,3201,392,12.24
16,0x35D5C753563f10a7B3FAD397c13CA0DE785b8CB2,BNB,0xD67de0e0a0Fd7b15dC8348Bb9BE742F3c5850454,0x319d788931129f36CA1c6632bb8f536705523Fba,5266,1483,28.16
17,0x5021e2F1FB0040af695D45B17f32E2cF04555770,SPIRIT,0x5Cc61A78F164885776AA610fb0FE1257df78E59B,0xd4F7cd723C01c2F38388cA85aadd920C3df5C76E,921,33,3.55
17,0x5021e2F1FB0040af695D45B17f32E2cF04555770,DAI,0x8D11eC38a3EB5E956B052f67Da8Bdc9bef8Abf3E,0xC8C57213Af8241b3762cA330Cf4F7Cf7d7157BFc,5698,185,3.25
18,0x59CA0775b04FbE64793Af430748e6C4239644A86,fUSDT,0x049d68029688eAbF473097a2fC38ef61633A3C7A,0x98682A6a8aa07902B71E2DC7A5e5073eD282ff42,510359,85359,16.73
18,0x59CA0775b04FbE64793Af430748e6C4239644A86,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xbeB8c1266B6a561F2f10B2d242628D7Ed4bA458e,310165,41986,13.54
19,0xd29aCF6899b8E19C052aB36A981880D090baCE67,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x604ea00f00C25747d369D9D114590a483e23ff48,644805,380628,59.03
19,0xd29aCF6899b8E19C052aB36A981880D090baCE67,DAI,0x8D11eC38a3EB5E956B052f67Da8Bdc9bef8Abf3E,0x31c43aB4827C4eC0e5377dB6A22fE83D3C415Da1,1030174,443585,43.06
20,0xD2f9933140492A7407136707A21425a2df69c2C9,CRV,0x1E4F97b9f9F913c46F1632781732927B9019C68b,0xCD473b8CF083A362414cf86FBDa72ab2A49750be,159897,71317,44.60
20,0xD2f9933140492A7407136707A21425a2df69c2C9,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x5B80b6e16147bc339e22296184F151262657A327,63402,50627,79.85
21,0xe9Cf8996424136634f58B48edB868287D5203E9a,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xf63D4894c605C246fBe238514355E3cD9680CFF0,56473,27190,48.15
21,0xe9Cf8996424136634f58B48edB868287D5203E9a,BNB,0xD67de0e0a0Fd7b15dC8348Bb9BE742F3c5850454,0xE69C2C761931C4BF719CF5931AF37C6A09889D06,185451,39976,21.56
22,0xaFB56dE46FBa7BDcbC569eEc0e6BB62b6e41F5F7,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x8C97Dcb6a6b08E8bEECE3D75e918FbC076C094ab,23627,6329,26.79
22,0xaFB56dE46FBa7BDcbC569eEc0e6BB62b6e41F5F7,TAROT,0xC5e2B037D30a390e62180970B3aa4E91868764cD,0x63218CF07df7C177bC96573d645DEcF155760290,7463,4904,65.71
23,0xDFfAe68E2b7FB1F5438Df5c771Fd8Ae73A9B4067,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x5dd76071F7b5F4599d4F2B7c08641843B746ace9,648159,412487,63.64
23,0xDFfAe68E2b7FB1F5438Df5c771Fd8Ae73A9B4067,TAROT,0xC5e2B037D30a390e62180970B3aa4E91868764cD,0xE0d10cEfc6CDFBBde41A12C8BBe9548587568329,733763,554556,75.58
24,0xe86382644014C9507E7adC6250193516eBF8cCC0,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x037d3b5213C53A54C5DE243AADE6e7BBd8858c70,14751,3487,23.64
24,0xe86382644014C9507E7adC6250193516eBF8cCC0,SCREAM,0xe0654C8e6fd4D733349ac7E09f6f23DA256bF475,0x557fFb85A5FFb0bf878636B748487c3Ec4Abb8a9,4674,3732,79.85
25,0x01233EB846F1eD6137448c2D64B3d9c69Ade5A9D,YFI,0x29b0Da86e484E1C0029B56e817912d778aC0EC69,0x24B1C4e292abE72A6764D380CfAaDbAbD14D80de,1322,601,45.44
25,0x01233EB846F1eD6137448c2D64B3d9c69Ade5A9D,WOOFY,0xD0660cD418a64a1d44E9214ad8e459324D8157f1,0xA11d823eb85d23C7a12E46cb3C250Df50DF98277,2632,542,20.59
26,0xFdef392aDc84607135C24ca45DE5452d77aa10DE,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0x7623ABCB2A3Da6bB14Bbb713B58c9B11Fc9713B1,130526,88539,67.83
26,0xFdef392aDc84607135C24ca45DE5452d77aa10DE,fUSDT,0x049d68029688eAbF473097a2fC38ef61633A3C7A,0x9B5eb381E66170b60a7737414DB3624509F03460,132842,91198,68.65
27,0xd837E86c951dD98B80195deB39E4166C485eFff3,fUSDT,0x049d68029688eAbF473097a2fC38ef61633A3C7A,0x69026594c52b47fB26716d4cC1934E1F2D4f84eE,12409,11542,93.02
27,0xd837E86c951dD98B80195deB39E4166C485eFff3,BUSD,0xC931f61B1534EB21D8c11B24f3f5Ab2471d4aB50,0xdcA2b13c3e796a2A476516Ebb2731356Bd4bF293,22020,12305,55.88
28,0xc10EaB109a9F4A696d60321B426BC86c272429eb,fUSDT,0x049d68029688eAbF473097a2fC38ef61633A3C7A,0x6051a30c995A69800056FF17Bf932d67Cf353339,8346,252,3.01
28,0xc10EaB109a9F4A696d60321B426BC86c272429eb,SPELL,0x468003B688943977e6130F4F68F23aad939a1040,0xA1b006DCAaE5264dbde224cb1dF875aB754C4511,6576,13,0.20
29,0x50644123eE3Fd57226FBBebeb79c9E7f61B2bE7e,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xDf79EA5d777F28cAb9fD42ACda6208a228c71B59,51211,14849,29.00
29,0x50644123eE3Fd57226FBBebeb79c9E7f61B2bE7e,LINK,0xb3654dc3D10Ea7645f8319668E8F54d2574FBdC8,0x98aD887D54593e9F514a4b5b4791dC0a9a62145D,135939,32801,24.13
30,0xe556317f66F0c4F44cCD7fEF20E17fa3CDe2cbD9,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x10A1ba0F63D71e83dc74f05c878223b2AE828300,46,0,0.02
30,0xe556317f66F0c4F44cCD7fEF20E17fa3CDe2cbD9,SHADE,0x3A3841f5fa9f2c283EA567d5Aeea3Af022dD2262,0xbD300FE1298bA08Fa22527Bf9f89410cCa1617aE,838,0,0.01
31,0xcAF9F25eA321ab2675f8aDb13c5df58e8918d0dD,YFI,0x29b0Da86e484E1C0029B56e817912d778aC0EC69,0x024d7143C04487757dfB4C55526Df32173592395,344785,227577,66.01
31,0xcAF9F25eA321ab2675f8aDb13c5df58e8918d0dD,ETH,0x74b23882a30290451A17c44f4F05243b6b58C76d,0x6BB913d4b277Ab2b8DADfF079e244F6e61d08d6C,477972,294709,61.66
32,0xc0c9e66bF0F5Cc40bFeb76ADE0E650E8F15b7eAe,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xF2D3AE45F8775bA0a729dF47210164F921Edc306,3095,438,14.14
32,0xc0c9e66bF0F5Cc40bFeb76ADE0E650E8F15b7eAe,LINK,0xb3654dc3D10Ea7645f8319668E8F54d2574FBdC8,0x356073F1f372463Bda048891795E4F1d98463D46,7964,991,12.44
33,0x77f6199A44Ac3f83Db953bd30896F22bE0d72551,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x00Fb23C7169E0378a63D9cFE50Ef40f944653c69,991,166,16.77
33,0x77f6199A44Ac3f83Db953bd30896F22bE0d72551,SUSHI,0xae75A438b2E0cB8Bb01Ec1E1e376De11D44477CC,0xcd0aF9E83216255C3A4e48E9fC36F64d92BBfC72,404,161,39.90
34,0xec5DD1fAD6C4cBd57eF57A8B90BEE37C3aA674F2,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x9cDED654472788a143C2285A6b2a580392510688,5863,2865,48.87
34,0xec5DD1fAD6C4cBd57eF57A8B90BEE37C3aA674F2,YFI,0x29b0Da86e484E1C0029B56e817912d778aC0EC69,0x0a41a6e2597a67F43069Be63f312af6dbbBdA037,65593,2508,3.82
35,0x1157d21ee6b01f51596DF537E92f07634d826864,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x0c60dbD5b78d1488F9f71163E598d90f8EDE55E7,2217,167,7.55
35,0x1157d21ee6b01f51596DF537E92f07634d826864,WOOFY,0xD0660cD418a64a1d44E9214ad8e459324D8157f1,0xcB7C335d19D48571884840bAb53897ce99b7AE83,3016,404,13.39
36,0x45C0A8acE2d71E08C7E56850766E7fE8da584039,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x37F6Cf24bA9E781344Ae4aC8923d9A0A3910bc64,4106,2210,53.82
36,0x45C0A8acE2d71E08C7E56850766E7fE8da584039,SUSHI,0xae75A438b2E0cB8Bb01Ec1E1e376De11D44477CC,0x41392cF20F12DdAdcc8A0ad2040cb6b376678e38,4247,2173,51.16
37,0xe9f0146Be89AA82A4827425240e755Be01b78C82,BTC,0x321162Cd933E2Be498Cd2267a90534A804051b11,0x967A31b5ad8D194cef342397658b1F8A7e40bCAa,4974789,3070476,61.72
37,0xe9f0146Be89AA82A4827425240e755Be01b78C82,ETH,0x74b23882a30290451A17c44f4F05243b6b58C76d,0x9430cfD7cae4182B87fF8b21554cEB813F50dA38,3278654,3070860,93.66
38,0x0E5736c76229E8Bd4BCBC355A216d79dE9Caa844,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xb2aAE88836B08A0DF09625A74a6D830561c4C904,15710,6997,44.54
38,0x0E5736c76229E8Bd4BCBC355A216d79dE9Caa844,SPELL,0x468003B688943977e6130F4F68F23aad939a1040,0x702E6Ca4972496572c407eFCF841a1496b1Cfc04,15347,7555,49.23
39,0x0cda2b4Cd087461010dAdfA6718c680CfDAFaadA,MIM,0x82f0B8B456c1A451378467398982d4834b6829c1,0xc6caf3e4Ab97f37Ae78cFE6A3CC84bd75400cee9,376,348,92.59
39,0x0cda2b4Cd087461010dAdfA6718c680CfDAFaadA,wMEMO,0xDDc0385169797937066bBd8EF409b5B3c0dFEB52,0xF062999692a9934C5832aa627c58FD9f6dB4d998,12726,333,2.62
40,0x0360e5A5195Cfa681262a7612e655A81dd08B1A9,SPELL,0x468003B688943977e6130F4F68F23aad939a1040,0x6E7Dbf4C14F28db91a8C468031B7ce6a7eEc675E,4777,4653,97.41
40,0x0360e5A5195Cfa681262a7612e655A81dd08B1A9,sSPELL,0xbB29D2A58d880Af8AA5859e30470134dEAf84F2B,0x5aD2aaB6FC1D5064690076E84e73763169a65Cf7,9630,2351,24.42
41,0x197244B7212a309A26d8F4ED21F6Aa7a8634bE00,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xcA578d5753dc419cfa14e7711208003043B6E5b6,2718,3,0.13
41,0x197244B7212a309A26d8F4ED21F6Aa7a8634bE00,ANY,0xdDcb3fFD12750B45d32E084887fdf1aABAb34239,0x8CD512aF981c66BEe0C3997807cBFda281553dD8,2442,8,0.35
42,0x0F1e427036478968CB707Cb903BaB75af0f075FF,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x114Fb353ad085D1A4044f41988D0c212b859FBe2,1397,870,62.28
42,0x0F1e427036478968CB707Cb903BaB75af0f075FF,ANY,0xdDcb3fFD12750B45d32E084887fdf1aABAb34239,0x873E78C836f94B04A50014ce616B6Ce319A1912A,7855,1883,23.97
43,0xaaAfC7d4fC6D9b6B216D4DC5a87F1236c958aC7f,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0xD8339e66Eeb1762E699b3f0eF694269658e2421f,412607,349594,84.73
43,0xaaAfC7d4fC6D9b6B216D4DC5a87F1236c958aC7f,miMATIC,0xfB98B335551a418cD0737375a2ea0ded62Ea213b,0x03289938Cd5496E1Dc7a4285457f712Eb5E63A18,497559,354432,71.23
44,0x33AB4Fb570509Fb102Bc51433c3D78226C2c7440,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x5A88f89fCc6827a1572D0EFA32b82C69700aA7a0,2789,1411,50.58
44,0x33AB4Fb570509Fb102Bc51433c3D78226C2c7440,JOE,0x9F47F313ACFd4bdC52F4373b493EaE7d5aC5b765,0xE5214C9F166245C3B5b01f711EF25Dcb23F0A893,7518,3553,47.27
45,0xc439220B52aBf7641348896950D5a69511c18243,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x3dA659961cFB2B3E7b167b6d0761d6Ecb5926422,816320,67557,8.28
45,0xc439220B52aBf7641348896950D5a69511c18243,TOMB,0x6c021Ae822BEa943b2E66552bDe1D2696a53fbB7,0xDbd846A0fc27e1F7749140f945fe7b28b9aC6A48,256036,48038,18.76
46,0x9Cf1fC04e64DF6691F40C00A187049B8320323bC,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x7B501aA0Ffb85171c94366db113119cdfAF7b5F5,237521,51997,21.89
46,0x9Cf1fC04e64DF6691F40C00A187049B8320323bC,TSHARE,0x4cdF39285D7Ca8eB3f090fDA0C069ba5F4145B37,0xDb8B0449FE89cF8251c9029827fDA3f11Ed7150e,165946,47109,28.39
47,0x2f7b62Ec34019956061b06c7C14966dcAd425718,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x09961762eEE83644F0a36EB937246382f100Cd4e,66554,36595,54.99
47,0x2f7b62Ec34019956061b06c7C14966dcAd425718,SPIRIT,0x5Cc61A78F164885776AA610fb0FE1257df78E59B,0xc5EB7dB755A870B91d18AdCbBf60549a294B4130,53387,35832,67.12
48,0x9550CD12e14C7675Ed0C8573fBBaAAf9b08a2fFB,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x93B2CD2f0e3D5a1F5F9955a84B8e1223bac614Aa,29900,8084,27.04
48,0x9550CD12e14C7675Ed0C8573fBBaAAf9b08a2fFB,ETH,0x74b23882a30290451A17c44f4F05243b6b58C76d,0x84097529a78121549A75e7b4136d7680aA50502A,117267,14041,11.97
49,0x2edc3b58646b5183cCFEA216e97FA4973817D74C,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x577bcCF20972fD13bF4749Df12a7616bE9c8B249,29874,12018,40.23
49,0x2edc3b58646b5183cCFEA216e97FA4973817D74C,BTC,0x321162Cd933E2Be498Cd2267a90534A804051b11,0x1a932bBAD60D390Dbdb7596E4FEd9C215830d9D1,120834,27551,22.80
50,0xBa4181D1B6574305a803aB7fd88c4a05073b0d69,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x44dE772E41E7ec1d20f47D0C293B5c895d973b51,4832,0,0.01
50,0xBa4181D1B6574305a803aB7fd88c4a05073b0d69,MIM,0x82f0B8B456c1A451378467398982d4834b6829c1,0xBc1d2c9426C7Ec8a0EFc825725608fB1e9bc3704,48026,121,0.25
51,0x576628396526C8EF7dd84d3a8D4e50bB15db1c86,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x56d62514F2598fcfF97c64CAa236f9EaEB536f0F,62267,39059,62.73
51,0x576628396526C8EF7dd84d3a8D4e50bB15db1c86,miMATIC,0xfB98B335551a418cD0737375a2ea0ded62Ea213b,0xb5Dd3F64b8b00D81aa2110B681D72aE43c150c61,80494,44325,55.07
52,0x76615a1a91f425A96E73d1d2a178e01F74026A48,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x48b931FbcDdCCfAb67fE718Fe567B1F67f49cCf2,2748,1145,41.68
52,0x76615a1a91f425A96E73d1d2a178e01F74026A48,ICE,0xf16e81dce15B08F326220742020379B855B87DF9,0x2536DCb0dbd745CC9c8ca3BbD7825448b0E4e1E8,8527,902,10.58
53,0xdE2c8022982ACBa527080bB863384B8f9bCd9117,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0xb91e78E239ddF33DE24e32424DecfFa036E770e4,79451,30573,38.48
53,0xdE2c8022982ACBa527080bB863384B8f9bCd9117,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x7078183318adB7088F97d5884F35b1321A34224b,75928,27108,35.70
54,0x5790c009A59DAA9b5b859803188A8d1877cA56cC,fUSDT,0x049d68029688eAbF473097a2fC38ef61633A3C7A,0x1891069c9cA5CeBCa29bA34D626a4aA766E9370F,60725,6967,11.47
54,0x5790c009A59DAA9b5b859803188A8d1877cA56cC,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x2E5D02fb402670d76c3f31Fb23E8f396E73d5252,18726,5153,27.52
55,0xB779EA18B24abF78AE8C1689D9B9c02eb1A2a15d,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x2d8C65844018E0B46f58CE8C70e01F1F21a8EAC5,7845,5575,71.06
55,0xB779EA18B24abF78AE8C1689D9B9c02eb1A2a15d,DAI,0x8D11eC38a3EB5E956B052f67Da8Bdc9bef8Abf3E,0xC0C9316D611dd939033Aa3F1e3E9d79B2a8bf58d,85755,5664,6.60
56,0x6a0C5792e58E4aF845f273D4f6dd52c0987e11CF,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xDA6225b507c9F43314396e9D27e4CB3C1f5BE106,1677,578,34.47
56,0x6a0C5792e58E4aF845f273D4f6dd52c0987e11CF,SPELL,0x468003B688943977e6130F4F68F23aad939a1040,0xF83d6BB90C85A0Ed42c64F78fc89612756a5FEf6,2664,593,22.27
57,0xacF6F1f1E92109BAf25Ee220C4DdC6464741704E,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x96E33D1eCf87D27A4aEE5331f452F0213914eBdc,7365,3986,54.12
57,0xacF6F1f1E92109BAf25Ee220C4DdC6464741704E,YFI,0x29b0Da86e484E1C0029B56e817912d778aC0EC69,0xbb085B957Ba2f0250a2c7A89e5dEAEbF0974bf5b,15947,9545,59.86
58,0x0CbAbBbb050088FCc7162b5D4FA962c74C8Fc24e,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xCDdc0d347ca41b88742489ef778354B35c5139f5,1399,0,0.00
58,0x0CbAbBbb050088FCc7162b5D4FA962c74C8Fc24e,SUSHI,0xae75A438b2E0cB8Bb01Ec1E1e376De11D44477CC,0xFEC280602E428Db567903174BECb66Ac703a8585,2204,0,0.00
59,0x6332c721c1420e2376A5236ae94BC05A62f0babc,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x5B31487DAD21d780d62d87D5568961c59F47948b,2853,1107,38.81
59,0x6332c721c1420e2376A5236ae94BC05A62f0babc,LINK,0xb3654dc3D10Ea7645f8319668E8F54d2574FBdC8,0x8d137DE87a92C613405aca40cEbFCD7b8Afd5Eff,6151,1404,22.83
60,0xC0662300C35226a284D65cA3616f9555586D475F,CRV,0x1E4F97b9f9F913c46F1632781732927B9019C68b,0x29D68861fD8CDB9F6C64b3B3384A12B1D1E80e09,33131,2501,7.55
60,0xC0662300C35226a284D65cA3616f9555586D475F,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xAd760CD61f06C44B3c10dC067ded0d6621a68526,5234,521,9.96
61,0xc7186B46C0A6E9930950FD113336fb45972Dcd91,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x21f5007180057A354DfF1713aA7E3CCB8B6144A8,1816460,395191,21.76
61,0xc7186B46C0A6E9930950FD113336fb45972Dcd91,TAROT,0xC5e2B037D30a390e62180970B3aa4E91868764cD,0xda803d259204a2189A4e7448b1874E0f68B52206,727701,363412,49.94
62,0x92518ebe1EcC052815d1dda817396Dd762eb1e64,MIM,0x82f0B8B456c1A451378467398982d4834b6829c1,0x31D9CaC933C928F8647288B25FC84e8D2F29af67,31652,19883,62.82
62,0x92518ebe1EcC052815d1dda817396Dd762eb1e64,wMEMO,0xDDc0385169797937066bBd8EF409b5B3c0dFEB52,0x931708E4971a1690c8f7dAB764405dD6811f61A5,14524,11357,78.19
63,0xCA7743efB8A9C9986fB88d9F47Aa6072d8fAF3da,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0xD8C8dAB764a03E1df3162B560402498A4d4361C4,10416,8874,85.20
63,0xCA7743efB8A9C9986fB88d9F47Aa6072d8fAF3da,OXD,0xc165d941481e68696f43EE6E99BFB2B23E0E3114,0xeb3723D9f817368fa7BFCDbFE2D9D2870dBc1259,2360,573,24.27
64,0xA3695a0c2424C60FbA36aACCF52957C446c17DAB,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0x07642848C3564E8E1566F8E55317b43375A66382,63552,47340,74.49
